accession_id,title,description,abstract,study_type,pubmed_ids,external_links,custom_tags,extra_attributes,submission_accession_id,created_at,edited_at
EGAS00001002554,Genentech - Cell line exome sequencing,Genentech cell line exome study.  A wide variety of cell lines were sequenced.,Genentech cell line exome study.  A wide variety of cell lines were sequenced.,Other,,,,,EGA00001355715,2017-07-07 19:03:39+02,2023-04-27 11:52:18.644514+02
